REQUEST ID,,SITE LOCATION,STORET STATION,LATITUDE,,LONGITUDE,FIELD ID,DATE SAMPLED,DATE RECEIVED,,DATE ANALYZED,GROUP ID,ANALYSIS,,COMPONENT,,,STORET PARAMETER,RESULT,REMARK,MDL,PQL,UNITS,TEST COMMENTS,MATRIX,TEMPERATURE,SPECIFIC CONDUCTANCE,SALINITY,PH,DISSOLVED O2,SAMPLE DEPTH,BATCH ID,SAMPLE ID,PRESERVATION,REFERENCE METHOD
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,11-Nov-2019 12:00,13-Nov-2019 10:10,,21-Nov-2019 15:35,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.43,,0.16,0.40,mg N/L,,W-BRACKISH,20.59 C,44402 umhos/cm,,7.47 ,5.64 mg/L,1.0 m,P374511,2135646,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,11-Nov-2019 12:00,13-Nov-2019 10:10,,22-Nov-2019 13:15,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.054,,0.0040,0.010,mg P/L,,W-BRACKISH,20.59 C,44402 umhos/cm,,7.47 ,5.64 mg/L,1.0 m,P374423,2135646,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,13-Nov-2019 12:04,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,7.0,,0.10,0.13,NTU,,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374136,2135617,ICE,EPA 180.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,13-Nov-2019 12:21,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.024,,0.0040,0.010,mg P/L,,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374181,2135637,FILTER-ICE,EPA 365.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,13-Nov-2019 14:13,CHEMISTRY,W-NO2-F,,Nitrite-N,,,00613,0.004,I,0.0020,0.0050,mg N/L,,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374157,2135637,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,13-Nov-2019 14:13,CHEMISTRY,W-NO3-F,,Nitrate-N,,,00620,0.007,I,0.004,0.010,mg N/L,,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374482,2135637,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,14-Nov-2019 13:02,BIOLOGY,FCOLI-MF,,Fecal Coliforms-Membrane Filter,,,31616,58,BQ,3,3,cfu/100 mL,Verified. Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374619,2135538,ICE,SM 9222 D
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,15-Nov-2019 15:21,CHEMISTRY,W-TSS,,TSS,,,00530,16,,3.0,10,mg/L,,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374822,2135617,ICE,SM 2540 D-97
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,16-Nov-2019 05:32,CHEMISTRY,W-DOC,,Organic Carbon,,,00681,9.6,,1.0,2.0,mg C/L,,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374357,2135627,FILTER-H2SO4-ICE,SM 5310 B-00
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,18-Nov-2019 12:12,CHEMISTRY,W-NO2NO3-F,,NO2NO3-N,,,00631,0.012,,0.0040,0.010,mg N/L,,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374368,2135627,FILTER-H2SO4-ICE,EPA 353.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,18-Nov-2019 13:18,CHEMISTRY,W-NH3-F,,Ammonia-N,,,00608,0.015,,0.0020,0.0050,mg N/L,,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374440,2135627,FILTER-H2SO4-ICE,EPA 350.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,19-Nov-2019 10:31,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Corrected",,,32211,3.5,I,1.4,4.1,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374553,2135514,ICE,SM 10200 H (mod.)
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,19-Nov-2019 10:31,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Uncorrected",,,32210,4.3,,1.0,3.0,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374553,2135514,ICE,SM 10200 H (mod.)
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,19-Nov-2019 10:31,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,1.5,U,1.5,4.5,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374553,2135514,ICE,SM 10200 H (mod.)
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,21-Nov-2019 15:52,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.54,,0.16,0.40,mg N/L,,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374512,2135647,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,11-Nov-2019 14:30,13-Nov-2019 10:10,,22-Nov-2019 13:16,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.059,,0.0040,0.010,mg P/L,,W-BRACKISH,21.25 C,35633 umhos/cm,,7.14 ,5.08 mg/L,1.0 m,P374423,2135647,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,13-Nov-2019 12:06,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,5.9,,0.10,0.13,NTU,,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374136,2135618,ICE,EPA 180.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,13-Nov-2019 12:26,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.030,,0.0040,0.010,mg P/L,,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374181,2135638,FILTER-ICE,EPA 365.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,13-Nov-2019 14:15,CHEMISTRY,W-NO2-F,,Nitrite-N,,,00613,0.004,I,0.0020,0.0050,mg N/L,,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374157,2135638,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,13-Nov-2019 14:15,CHEMISTRY,W-NO3-F,,Nitrate-N,,,00620,0.005,I,0.004,0.010,mg N/L,,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374482,2135638,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,14-Nov-2019 14:03,BIOLOGY,FCOLI-MF,,Fecal Coliforms-Membrane Filter,,,31616,72,BQ,3,3,cfu/100 mL,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374619,2135539,ICE,SM 9222 D
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,15-Nov-2019 15:21,CHEMISTRY,W-TSS,,TSS,,,00530,10,I,3.0,10,mg/L,,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374822,2135618,ICE,SM 2540 D-97
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,16-Nov-2019 05:44,CHEMISTRY,W-DOC,,Organic Carbon,,,00681,13,,1.0,2.0,mg C/L,,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374357,2135628,FILTER-H2SO4-ICE,SM 5310 B-00
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,18-Nov-2019 12:13,CHEMISTRY,W-NO2NO3-F,,NO2NO3-N,,,00631,0.009,I,0.0040,0.010,mg N/L,,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374368,2135628,FILTER-H2SO4-ICE,EPA 353.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,18-Nov-2019 13:19,CHEMISTRY,W-NH3-F,,Ammonia-N,,,00608,0.016,,0.0020,0.0050,mg N/L,,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374440,2135628,FILTER-H2SO4-ICE,EPA 350.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,20-Nov-2019 10:00,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Corrected",,,32211,2.9,I,1.4,4.1,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374552,2135515,ICE,SM 10200 H (mod.)
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,20-Nov-2019 10:00,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Uncorrected",,,32210,3.6,,1.0,3.0,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374552,2135515,ICE,SM 10200 H (mod.)
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,20-Nov-2019 10:00,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,1.5,U,1.5,4.5,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374552,2135515,ICE,SM 10200 H (mod.)
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,21-Nov-2019 15:54,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.52,,0.16,0.40,mg N/L,,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374512,2135648,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,11-Nov-2019 17:00,13-Nov-2019 10:10,,22-Nov-2019 13:17,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.059,,0.0040,0.010,mg P/L,,W-BRACKISH,21.59 C,24142 umhos/cm,,7.02 ,4.82 mg/L,1.0 m,P374423,2135648,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,13-Nov-2019 12:07,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,5.7,,0.10,0.13,NTU,,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374136,2135619,ICE,EPA 180.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,13-Nov-2019 12:27,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.030,,0.0040,0.010,mg P/L,,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374181,2135639,FILTER-ICE,EPA 365.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,13-Nov-2019 14:17,CHEMISTRY,W-NO2-F,,Nitrite-N,,,00613,0.004,I,0.0020,0.0050,mg N/L,,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374157,2135639,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,13-Nov-2019 14:17,CHEMISTRY,W-NO3-F,,Nitrate-N,,,00620,0.005,I,0.004,0.010,mg N/L,,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374482,2135639,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,14-Nov-2019 15:45,BIOLOGY,FCOLI-MF,,Fecal Coliforms-Membrane Filter,,,31616,90,BQ,10,10,cfu/100 mL,Laboratory duplicate result is 78 B.  Precision data for this duplicate is unavailable due to the colony count falling outside of method acceptable range.,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374619,2135540,ICE,SM 9222 D
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,15-Nov-2019 15:21,CHEMISTRY,W-TSS,,TSS,,,00530,9,I,3.0,10,mg/L,,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374822,2135619,ICE,SM 2540 D-97
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,16-Nov-2019 05:58,CHEMISTRY,W-DOC,,Organic Carbon,,,00681,12,,1.0,2.0,mg C/L,,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374357,2135629,FILTER-H2SO4-ICE,SM 5310 B-00
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,18-Nov-2019 12:14,CHEMISTRY,W-NO2NO3-F,,NO2NO3-N,,,00631,0.01,I,0.0040,0.010,mg N/L,,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374368,2135629,FILTER-H2SO4-ICE,EPA 353.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,18-Nov-2019 13:21,CHEMISTRY,W-NH3-F,,Ammonia-N,,,00608,0.018,,0.0020,0.0050,mg N/L,,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374440,2135629,FILTER-H2SO4-ICE,EPA 350.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,20-Nov-2019 10:00,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Corrected",,,32211,3.5,I,1.4,4.1,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374552,2135516,ICE,SM 10200 H (mod.)
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,20-Nov-2019 10:00,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Uncorrected",,,32210,4.4,,1.0,3.0,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374552,2135516,ICE,SM 10200 H (mod.)
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,20-Nov-2019 10:00,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,1.5,U,1.5,4.5,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374552,2135516,ICE,SM 10200 H (mod.)
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,21-Nov-2019 15:55,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.54,,0.16,0.40,mg N/L,,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374512,2135649,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,11-Nov-2019 19:30,13-Nov-2019 10:10,,22-Nov-2019 13:18,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.060,,0.0040,0.010,mg P/L,,W-BRACKISH,21.53 C,27298 umhos/cm,,7.05 ,4.94 %Sat,1.0 m,P374423,2135649,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,13-Nov-2019 12:11,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,9.0,,0.10,0.13,NTU,,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374136,2135620,ICE,EPA 180.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,13-Nov-2019 12:28,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.022,,0.0040,0.010,mg P/L,,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374181,2135640,FILTER-ICE,EPA 365.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,13-Nov-2019 14:09,CHEMISTRY,W-NO2-F,,Nitrite-N,,,00613,0.004,I,0.0020,0.0050,mg N/L,,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374157,2135640,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,13-Nov-2019 14:09,CHEMISTRY,W-NO3-F,,Nitrate-N,,,00620,0.005,I,0.004,0.010,mg N/L,,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374482,2135640,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,14-Nov-2019 15:45,BIOLOGY,FCOLI-MF,,Fecal Coliforms-Membrane Filter,,,31616,56,BQ,3,3,cfu/100 mL,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374619,2135541,ICE,SM 9222 D
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,15-Nov-2019 15:21,CHEMISTRY,W-TSS,,TSS,,,00530,22,,3.0,10,mg/L,,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374822,2135620,ICE,SM 2540 D-97
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,16-Nov-2019 06:25,CHEMISTRY,W-DOC,,Organic Carbon,,,00681,8.3,,1.0,2.0,mg C/L,,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374357,2135630,FILTER-H2SO4-ICE,SM 5310 B-00
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,18-Nov-2019 12:15,CHEMISTRY,W-NO2NO3-F,,NO2NO3-N,,,00631,0.009,I,0.0040,0.010,mg N/L,,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374368,2135630,FILTER-H2SO4-ICE,EPA 353.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,18-Nov-2019 13:22,CHEMISTRY,W-NH3-F,,Ammonia-N,,,00608,0.020,,0.0020,0.0050,mg N/L,,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374440,2135630,FILTER-H2SO4-ICE,EPA 350.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,20-Nov-2019 10:00,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Corrected",,,32211,3.3,,1.0,3.1,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374552,2135517,ICE,SM 10200 H (mod.)
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,20-Nov-2019 10:00,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Uncorrected",,,32210,4.6,,0.75,2.2,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374552,2135517,ICE,SM 10200 H (mod.)
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,20-Nov-2019 10:00,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,1.9,I,1.1,3.4,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374552,2135517,ICE,SM 10200 H (mod.)
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,21-Nov-2019 15:57,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.49,,0.16,0.40,mg N/L,,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374512,2135650,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,11-Nov-2019 22:00,13-Nov-2019 10:10,,22-Nov-2019 13:19,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.058,,0.0040,0.010,mg P/L,,W-BRACKISH,21.50 C,38840 umhos/cm,,7.21 ,5.35 %Sat,1.0 m,P374423,2135650,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.7,12-Nov-2019 00:30,13-Nov-2019 10:10,,13-Nov-2019 12:29,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.023,,0.0040,0.010,mg P/L,,W-BRACKISH,21.49 C,38648 umhos/cm,,7.2 ,5.2 mg/L,1.0 m,P374181,2135641,FILTER-ICE,EPA 365.1 Rev. 2.0
RQ-2019-11-04-01,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.7,12-Nov-2019 00:30,13-Nov-2019 10:10,,13-Nov-2019 12:41,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,6.5,,0.10,0.13,NTU,,W-BRACKISH,21.49 C,38648 umhos/cm,,7.2 ,5.2 mg/L,1.0 m,P374136,2135621,ICE,EPA 180.1 Rev. 2.0
