"","stationcode","datetimestamp","monitoringprogram","replicate","temperature","specificconductance","ph","dissolvedoxygen","2,4-d1","acetaminophen1","ammonia-n1","bentazon1","carbamazepine1","chlorophyll-a, corrected1","chlorophyll-a, corrected2","chlorophyll-a, modified fluorometric1","chlorophyll-a, uncorrected1","chlorophyll-a, uncorrected2","diuron1","escherichia coli-quanti-tray1","fecal coliforms-membrane filter1","fenuron1","fluridone1","hydrocodone1","ibuprofen1","imazapyr1","imidacloprid1","kjeldahl nitrogen filtered1","kjeldahl nitrogen1","linuron1","mcpp1","naproxen1","nitrate-n1","nitrite-n1","no2no3-n1","o-phosphate-p1","organic carbon1","phaeophytin-a1","phaeophytin-a2","primidone1","pyraclostrobin1","sucralose1","total-p1","triclopyr1","tss1","F_2,4-d1","F_acetaminophen1","F_ammonia-n1","F_bentazon1","F_carbamazepine1","F_chlorophyll-a, corrected1","F_chlorophyll-a, corrected2","F_chlorophyll-a, modified fluorometric1","F_chlorophyll-a, uncorrected1","F_chlorophyll-a, uncorrected2","F_diuron1","F_escherichia coli-quanti-tray1","F_fecal coliforms-membrane filter1","F_fenuron1","F_fluridone1","F_hydrocodone1","F_ibuprofen1","F_imazapyr1","F_imidacloprid1","F_kjeldahl nitrogen filtered1","F_kjeldahl nitrogen1","F_linuron1","F_mcpp1","F_naproxen1","F_nitrate-n1","F_nitrite-n1","F_no2no3-n1","F_o-phosphate-p1","F_organic carbon1","F_phaeophytin-a1","F_phaeophytin-a2","F_primidone1","F_pyraclostrobin1","F_sucralose1","F_total-p1","F_triclopyr1","F_tss1"
"109","gtmpcnut","2018-01-15 14:30:00","2","3","13.57","809.5","6.87","8.26"," "," ","0.028"," "," ","1.1"," "," ","1.9"," "," "," ","240"," "," "," "," "," "," "," ","1.1"," "," "," ","0.018","0.003","0.019","0.036","32","1.1"," "," "," "," ","0.080"," ","15"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," "," "
"110","gtmpcnut","2018-02-12 14:30:00","2","3","20.256","2104.5","6.73","7.33"," "," ","0.020"," "," ","0.79"," "," ","1.1"," "," "," ","260"," "," "," "," "," "," "," ","0.85"," "," "," ","0.023","0.003","0.023","0.041","32","0.51"," "," "," "," ","0.070"," ","6"," "," "," "," "," ","I"," "," ","I"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"111","gtmpcnut","2018-03-26 14:30:00","2","3","20.383","25910","7.53","6.76"," "," ","0.009"," "," ","7.8"," "," ","9.4"," "," "," ","180"," "," "," "," "," "," "," ","0.36"," "," "," ","0.005","0.002","0.007","0.026","8.4","2.2"," "," "," "," ","0.066"," ","10"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," ","I"," "," "," ","I","U","I"," "," "," "," "," "," "," "," "," ","I"
"112","gtmpcnut","2018-04-24 14:30:00","2","3","23.968","3115.2","7.84","5.49"," "," ","0.013"," "," ","4.7"," "," ","5.9"," "," "," ","270"," "," "," "," "," "," "," ","0.99"," "," "," ","0.029","0.003","0.032","0.044","32","1.7"," "," "," "," ","0.085"," ","9"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," ","I"
"113","gtmpcnut","2018-05-28 14:30:00","2","3","26.273","234.4","6.55","4.81"," "," ","0.016"," "," ","2.8"," "," ","4.0"," "," "," ","140"," "," "," "," "," "," "," ","1.2"," "," "," ","0.019","0.003","0.019","0.047","42","1.7"," "," "," "," ","0.087"," ","9"," "," "," "," "," ","Q"," "," ","Q"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","IQ"," "," "," "," "," "," ","I"
"114","gtmpcnut","2018-06-11 14:30:00","2","3","26.756","176.8","6.34","4.57"," "," ","0.018"," "," ","1.1"," "," ","1.1"," "," "," ","150"," "," "," "," "," "," "," ","1.1"," "," "," ","0.017","0.003","0.018","0.041","40","0.80"," "," "," "," ","0.069"," ","4"," "," "," "," "," ","UQ"," "," ","IQ"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","UQ"," "," "," "," "," "," ","I"
"115","gtmpcnut","2018-07-23 14:30:00","2","3","21.187","7530.5","6.98","4.27"," "," ","0.029"," "," ","5.3"," "," ","6.7"," "," "," ","100"," "," "," "," "," "," "," ","0.82"," "," "," ","0.029","0.008","0.038","0.040","25","1.9"," "," "," "," ","0.086"," ","8"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","I"
"116","gtmpcnut","2018-08-06 14:30:00","2","3","28.944","120.9","6.24","4.47"," "," ","0.007"," "," ","0.88"," "," ","1.2"," "," "," ","200"," "," "," "," "," "," "," ","1.1"," "," "," ","0.007","0.003","0.007","0.031","43","0.40"," "," "," "," ","0.060"," ","4"," "," "," "," "," ","I"," "," ","I"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","I","U","I"," "," ","U"," "," "," "," "," "," ","I"
"117","gtmpcnut","2018-09-04 14:30:00","2","3","29.993","946.9","7.07","5.24"," "," ","0.003"," "," ","8.4"," "," ","10"," "," "," ","91"," "," "," "," "," "," "," ","0.85"," "," "," ","0.047","0.003","0.050","0.049","24","2.2"," "," "," "," ","0.095"," ","8"," "," ","I"," "," ","A"," "," ","A"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","A"," "," "," "," "," "," ","I"
"118","gtmpcnut","2018-10-22 14:30:00","2","3","24.092","15314.2","7.08","5.69"," "," ","0.043"," "," ","6.2"," "," ","8.9"," "," "," ","140"," "," "," "," "," "," "," ","0.85"," "," "," ","0.025","0.007","0.032","0.043","24","4.1"," "," "," "," ","0.079"," ","26"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","J","J"," "," "," "," "," "," "," "," "," "," "," "
"119","gtmpcnut","2018-11-05 14:30:00","2","3","22.741","11579.2","7.21","5.76"," "," ","0.022"," "," ","2.4"," "," ","3.1"," "," "," ","No Result"," "," "," "," "," "," "," ","0.70"," "," "," ","0.017","0.005","0.022","0.034","21","1.2"," "," "," "," ","0.069"," ","11"," "," "," "," "," ","IQ"," "," ","Q"," "," "," ","O"," "," "," "," "," "," "," "," "," "," "," ","Q","Q"," ","Q"," ","UQ"," "," "," "," "," "," "," "
"120","gtmpcnut","2018-12-03 14:30:00","2","3","19.215","5573.9","6.99","7.18"," "," ","0.018"," "," ","1.1"," "," ","1.3"," "," "," ","150"," "," "," "," "," "," "," ","0.81"," "," "," ","0.25","0.005","0.26","0.032","29","1.2"," "," "," "," ","0.061"," ","6"," "," "," "," "," ","U"," "," ","I"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," ","I"
"121","gtmpcnut","2018-01-15 17:00:00","2","4","13.73","379.8","6.75","8.06"," "," ","0.024"," "," ","0.56"," "," ","0.92"," "," "," ","300"," "," "," "," "," "," "," ","1.1"," "," "," ","0.014","0.003","0.015","0.036","33","0.56"," "," "," "," ","0.065"," ","6"," "," "," "," "," ","I"," "," ","I"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"122","gtmpcnut","2018-02-12 17:00:00","2","4","19.667","372.9","6.61","6.9"," "," ","0.020"," "," ","0.59"," "," ","0.86"," "," "," ","200"," "," "," "," "," "," "," ","0.87"," "," "," ","0.023","0.003","0.023","0.041","31","0.40"," "," "," "," ","0.069"," ","4"," "," "," "," "," ","I"," "," ","I"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"123","gtmpcnut","2018-03-26 17:00:00","2","4","20.37","33624","7.67","6.82"," "," ","0.006"," "," ","7.6"," "," ","9.6"," "," "," ","140"," "," "," "," "," "," "," ","0.47"," "," "," ","0.005","0.002","0.006","0.024","7.0","2.9"," "," "," "," ","0.060"," ","20"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","I","U","I"," "," "," "," "," "," "," "," "," "," "
"124","gtmpcnut","2018-04-24 17:00:00","2","4","24.986","16391.9","8.23","5.81"," "," ","0.015"," "," ","4.5"," "," ","6.0"," "," "," ","170"," "," "," "," "," "," "," ","0.94"," "," "," ","0.009","0.008","0.017","0.034","27","2.1"," "," "," "," ","0.085"," ","15"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," "," "," "
"125","gtmpcnut","2018-05-28 17:00:00","2","4","26.644","216.2","6.57","5.02"," "," ","0.017"," "," ","3.2"," "," ","4.4"," "," "," ","180"," "," "," "," "," "," "," ","1.2"," "," "," ","0.018","0.003","0.019","0.046","41","1.8"," "," "," "," ","0.087"," ","10"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," "," "
"126","gtmpcnut","2018-06-11 17:00:00","2","4","26.785","193.6","6.4","5.15"," "," ","0.014"," "," ","4.9"," "," ","6.1"," "," "," ","100"," "," "," "," "," "," "," ","1.2"," "," "," ","0.017","0.003","0.018","0.040","40","1.6"," "," "," "," ","0.080"," ","10"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," "," "
"127","gtmpcnut","2018-07-23 17:00:00","2","4","29.965","3862.3","6.97","5.5"," "," ","0.015"," "," ","9.5"," "," ","12"," "," "," ","100"," "," "," "," "," "," "," ","0.94"," "," "," ","0.044","0.003","0.047","0.039","25","2.8"," "," "," "," ","0.072"," ","10"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," ","I"
"128","gtmpcnut","2018-08-06 17:00:00","2","4","31.449","195.0","6.31","4.78"," "," ","0.006"," "," ","2.7"," "," ","3.7"," "," "," ","180"," "," "," "," "," "," "," ","1.2"," "," "," ","0.009","0.003","0.009","0.036","42","1.4"," "," "," "," ","0.065"," ","8"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","I","U","I"," "," ","I"," "," "," "," "," "," ","I"
"129","gtmpcnut","2018-09-04 17:00:00","2","4","31.799","7120.5","7.36","6.53"," "," ","0.004"," "," ","20"," "," ","25"," "," "," ","110"," "," "," "," "," "," "," ","0.85"," "," "," ","0.022","0.008","0.030","0.047","22","7.1"," "," "," "," ","0.092"," ","26"," "," ","I"," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","Q","Q"," "," "," "," "," "," "," "," "," "," "," "
"130","gtmpcnut","2018-10-22 17:00:00","2","4","24.558","9944.3","6.94","5.33"," "," ","0.035"," "," ","4.4"," "," ","5.8"," "," "," ","210"," "," "," "," "," "," "," ","0.84"," "," "," ","0.024","0.008","0.032","0.046","27","2.3"," "," "," "," ","0.078"," ","12"," "," "," "," "," ","A"," "," ","A"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "
"131","gtmpcnut","2018-11-05 17:00:00","2","4","22.72","5646.2","7.14","5.42"," "," ","0.023"," "," ","1.4"," "," ","1.4"," "," "," ","190"," "," "," "," "," "," "," ","0.74"," "," "," ","0.018","0.005","0.023","0.037","21","1.2"," "," "," "," ","0.068"," ","6"," "," "," "," "," ","I"," "," ","I"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","Q","Q"," "," "," ","U"," "," "," "," "," "," ","I"
"132","gtmpcnut","2018-12-03 17:00:00","2","4","20.098","6593.1","6.97","7.22"," "," ","0.025"," "," ","1.3"," "," ","1.8"," "," "," ","150"," "," "," "," "," "," "," ","0.89"," "," "," ","0.26","0.005","0.26","0.033","28","1.2"," "," "," "," ","0.060"," ","6"," "," "," "," "," ","I"," "," ","I"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," ","I"
"133","gtmpcnut","2018-01-15 19:30:00","2","5","13.35","607.4","6.78","8.27"," "," ","0.026"," "," ","0.55"," "," ","0.79"," "," "," ","220"," "," "," "," "," "," "," ","0.97"," "," "," ","0.015","0.003","0.016","0.037","33","0.40"," "," "," "," ","0.067"," ","7"," "," "," "," "," ","U"," "," ","I"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"134","gtmpcnut","2018-02-12 19:30:00","2","5","19.563","265.3","6.57","6.46"," "," ","0.027"," "," ","2.2"," "," ","2.9"," "," "," ","320"," "," "," "," "," "," "," ","0.91"," "," "," ","0.026","0.003","0.026","0.041","30","1.1"," "," "," "," ","0.074"," ","11"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","A"
"135","gtmpcnut","2018-03-26 19:30:00","2","5","20.096","43364","7.86","7.26"," "," ","0.005"," "," ","4.2"," "," ","5.1"," "," "," ","55"," "," "," "," "," "," "," ","0.37"," "," "," ","0.004","0.002","0.004","0.020","5.0","1.3"," "," "," "," ","0.051"," ","10"," "," "," "," "," "," "," "," "," "," "," "," ","AQ"," "," "," "," "," "," "," ","I"," "," "," ","U","U","U"," "," "," "," "," "," "," "," "," "," "
"136","gtmpcnut","2018-04-24 19:30:00","2","5","26.274","22634.3","8.58","6.69"," "," ","0.008"," "," ","5.0"," "," ","7.1"," "," "," ","66"," "," "," "," "," "," "," ","0.86"," "," "," ","0.004","0.004","0.004","0.024","20","3.0"," "," "," "," ","0.088"," ","21"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","U","I","U"," "," "," "," "," "," "," "," "," "," "
"137","gtmpcnut","2018-05-28 19:30:00","2","5","26.701","220.4","6.59","5.33"," "," ","0.009"," "," ","11"," "," ","13"," "," "," ","230"," "," "," "," "," "," "," ","1.2"," "," "," ","0.012","0.003","0.012","0.043","40","1.8"," "," "," "," ","0.096"," ","11"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," "," "
"138","gtmpcnut","2018-06-11 19:30:00","2","5","27.149","679.2","6.47","5.25"," "," ","0.021"," "," ","4.9"," "," ","6.3"," "," "," ","210"," "," "," "," "," "," "," ","1.2"," "," "," ","0.023","0.003","0.024","0.042","39","2.0"," "," "," "," ","0.090"," ","14"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," "," "
"139","gtmpcnut","2018-07-23 19:30:00","2","5","29.384","16853.3","7.37","6.21"," "," ","0.033"," "," ","17"," "," ","21"," "," "," ","42"," "," "," "," "," "," "," ","1.0"," "," "," ","0.027","0.006","0.033","0.035","19","6.8"," "," "," "," ","0.11"," ","29"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"140","gtmpcnut","2018-08-06 19:30:00","2","5","32.948","489.6","6.45","4.7"," "," ","0.008"," "," ","3.5"," "," ","4.9"," "," "," ","120"," "," "," "," "," "," "," ","1.2"," "," "," ","0.010","0.003","0.012","0.045","43","2.1"," "," "," "," ","0.084"," ","10"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," "," "
"141","gtmpcnut","2018-09-04 19:30:00","2","5","31.924","19123.9","7.84","7.41"," "," ","0.004"," "," ","23"," "," ","28"," "," "," ","27"," "," "," "," "," "," "," ","0.88"," "," "," ","0.004","0.004","0.004","0.035","18","7.7"," "," "," "," ","0.096"," ","25"," "," ","I"," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","U","I","U"," "," "," "," "," "," "," "," "," "," "
"142","gtmpcnut","2018-10-22 19:30:00","2","5","24.299","13614.9","7.07","6.0"," "," ","0.040"," "," ","5.7"," "," ","7.8"," "," "," ","120"," "," "," "," "," "," "," ","0.87"," "," "," ","0.025","0.008","0.033","0.046","26","3.1"," "," "," "," ","0.083"," ","17"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"143","gtmpcnut","2018-11-05 19:30:00","2","5","23.681","20713","7.31","5.91"," "," ","0.031"," "," ","3.7"," "," ","4.7"," "," "," ","220"," "," "," "," "," "," "," ","0.71"," "," "," ","0.016","0.004","0.020","0.034","17","1.6"," "," "," "," ","0.068"," ","11"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","I"," "," "," "," "," "," "," "
"144","gtmpcnut","2018-12-03 19:30:00","2","5","21.676","21759.8","7.25","6.71"," "," ","0.043"," "," ","2.8"," "," ","4.0"," "," "," ","110"," "," "," "," "," "," "," ","0.78"," "," "," ","0.26","0.004","0.27","0.032","19","1.8"," "," "," "," ","0.067"," ","16"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","I"," "," "," "," "," "," "," "
"145","gtmpcnut","2018-01-15 22:00:00","2","6","12.45","3778.5","6.99","8.94"," "," ","0.038"," "," ","0.64"," "," ","1.3"," "," "," ","320"," "," "," "," "," "," "," ","0.90"," "," "," ","0.019","0.003","0.021","0.037","29","1.0"," "," "," "," ","0.067"," ","6"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"146","gtmpcnut","2018-02-12 22:00:00","2","6","19.447","295.4","6.57","6.39"," "," ","0.027"," "," ","0.99"," "," ","1.7"," "," "," ","290"," "," "," "," "," "," "," ","0.90"," "," "," ","0.026","0.003","0.026","0.042","30","1.1"," "," "," "," ","0.076"," ","10"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," "," "
"147","gtmpcnut","2018-03-26 22:00:00","2","6","20.11","42280","7.83","7.03"," "," ","0.006"," "," ","4.1"," "," ","5.3"," "," "," ","76"," "," "," "," "," "," "," ","0.34"," "," "," ","0.004","0.002","0.004","0.022","5.3","1.9"," "," "," "," ","0.059"," ","16"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," ","I"," "," "," ","U","U","U"," "," "," "," "," "," "," "," "," "," "
"148","gtmpcnut","2018-04-24 22:00:00","2","6","24.721","12158.1","8.06","5.63"," "," ","0.018"," "," ","4.9"," "," ","7.1"," "," "," ","160"," "," "," "," "," "," "," ","0.94"," "," "," ","0.009","0.006","0.015","0.032","25","3.4"," "," "," "," ","0.075"," ","12"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," "," "," "
"149","gtmpcnut","2018-05-28 22:00:00","2","6","27.02","437.4","6.7","5.63"," "," ","0.024"," "," ","4.4"," "," ","7.0"," "," "," ","220"," "," "," "," "," "," "," ","1.3"," "," "," ","0.021","0.003","0.023","0.049","42","4.0"," "," "," "," ","0.13"," ","26"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," "
"150","gtmpcnut","2018-06-11 22:00:00","2","6","27.562","7371.5","6.93","5.75"," "," ","0.043"," "," ","3.7"," "," ","5.1"," "," "," ","280"," "," "," "," "," "," "," ","1.3"," "," "," ","0.012","0.013","0.025","0.038","32","2.0"," "," "," "," ","0.094"," ","17"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","Q","Q"," "," "," "," "," "," "," "," "," "," "," "
"151","gtmpcnut","2018-07-23 22:00:00","2","6","29.328","29062.4","7.37","7"," "," ","0.004"," "," ","17"," "," ","21"," "," "," ","13"," "," "," "," "," "," "," ","0.71"," "," "," ","0.014","0.003","0.017","0.031","14","6.0"," "," "," "," ","0.092"," ","19"," "," ","I"," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," "," "
"152","gtmpcnut","2018-08-06 22:00:00","2","6","30.218","192.2","6.28","4.5"," "," ","0.007"," "," ","1.4"," "," ","2.2"," "," "," ","210"," "," "," "," "," "," "," ","1.2"," "," "," ","0.012","0.003","0.012","0.036","43","1.1"," "," "," "," ","0.055"," ","12"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," "," "
"153","gtmpcnut","2018-09-04 22:00:00","2","6","31.034","6513.7","7.27","5.83"," "," ","0.004"," "," ","15"," "," ","20"," "," "," ","78"," "," "," "," "," "," "," ","0.79"," "," "," ","0.018","0.007","0.026","0.045","22","8.2"," "," "," "," ","0.090"," ","12"," "," ","I"," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"154","gtmpcnut","2018-10-22 22:00:00","2","6","23.49","26396.5","7.45","6.71"," "," ","0.041"," "," ","9.3"," "," ","15"," "," "," ","86"," "," "," "," "," "," "," ","0.80"," "," "," ","0.021","0.006","0.027","0.041","18","8.3"," "," "," "," ","0.077"," ","110"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"155","gtmpcnut","2018-11-05 22:00:00","2","6","24.104","31536","7.66","6.24"," "," ","0.021"," "," ","3.3"," "," ","4.1"," "," "," ","73"," "," "," "," "," "," "," ","0.55"," "," "," ","0.011","0.003","0.014","0.030","12","1.2"," "," "," "," ","0.062"," ","8"," "," "," "," "," ","I"," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","U"," "," "," "," "," "," ","I"
"156","gtmpcnut","2018-12-03 22:00:00","2","6","21.991","24204.4","7.72","6.77"," "," ","0.009"," "," ","2.8"," "," ","3.9"," "," "," ","48"," "," "," "," "," "," "," ","0.73"," "," "," ","0.27","0.004","0.27","0.030","19","1.6"," "," "," "," ","0.062"," ","9"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","I"," "," "," "," "," "," ","I"
"157","gtmpcnut","2018-01-16 00:30:00","2","7","12.68","800","6.88","8.4"," "," ","0.032"," "," ","1.0"," "," ","1.0"," "," "," ","340"," "," "," "," "," "," "," ","1.0"," "," "," ","0.016","0.003","0.018","0.038","32","0.86"," "," "," "," ","0.073"," ","10"," "," "," "," "," ","U"," "," ","I"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"158","gtmpcnut","2018-02-13 00:30:00","2","7","19.372","4477.1","6.77","6.8"," "," ","0.025"," "," ","0.56"," "," ","0.89"," "," "," ","220"," "," "," "," "," "," "," ","0.88"," "," "," ","0.023","0.003","0.023","0.045","31","0.50"," "," "," "," ","0.072"," ","5"," "," "," "," "," ","I"," "," ","I"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"159","gtmpcnut","2018-03-27 00:30:00","2","7","19.94","29557","7.46","6.35"," "," ","0.012"," "," ","5.8"," "," ","7.7"," "," "," ","220"," "," "," "," "," "," "," ","0.45"," "," "," ","0.005","0.002","0.006","0.026","7.9","2.8"," "," "," "," ","0.069"," ","14"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","I","U","I"," "," "," "," "," "," "," "," "," "," "
"160","gtmpcnut","2018-04-25 00:30:00","2","7","23.623","7520.3","7.8","5.26"," "," ","0.034"," "," ","2.5"," "," ","3.9"," "," "," ","210"," "," "," "," "," "," "," ","0.83"," "," "," ","0.014","0.007","0.021","0.042","29","2.0"," "," "," "," ","0.073"," ","9"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","I"
"161","gtmpcnut","2018-05-29 00:30:00","2","7","27.085","2335.6","6.97","5.85"," "," ","0.030"," "," ","6.9"," "," ","11"," "," "," ","180"," "," "," "," "," "," "," ","1.4"," "," "," ","0.022","0.003","0.023","0.045","39","6.9"," "," "," "," ","0.14"," ","47"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," "
"162","gtmpcnut","2018-06-12 00:30:00","2","7","26.944","3122.3","6.65","5.11"," "," ","0.029"," "," ","1.9"," "," ","3.1"," "," "," ","380"," "," "," "," "," "," "," ","1.3"," "," "," ","0.026","0.003","0.028","0.039","35","1.9"," "," "," "," ","0.095"," ","19"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," "
"163","gtmpcnut","2018-07-24 00:30:00","2","7","28.77","17655.1","7.3","5.38"," "," ","0.049"," "," ","4.9"," "," ","6.9"," "," "," ","10"," "," "," "," "," "," "," ","0.82"," "," "," ","0.026","0.006","0.032","0.037","18","3.0"," "," "," "," ","0.096"," ","19"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"164","gtmpcnut","2018-08-07 00:30:00","2","7","29.013","139","6.26","4.53"," "," ","0.009"," "," ","0.65"," "," ","1.0"," "," "," ","140"," "," "," "," "," "," "," ","1.2"," "," "," ","0.012","0.003","0.013","0.035","43","0.57"," "," "," "," ","0.053"," ","5"," "," "," "," "," ","I"," "," ","I"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"165","gtmpcnut","2018-09-05 00:30:00","2","7","29.639","1153.3","7.07","4.82"," "," ","0.003"," "," ","4.4"," "," ","6.2"," "," "," ","100"," "," "," "," "," "," "," ","0.77"," "," "," ","0.048","0.004","0.051","0.052","24","2.7"," "," "," "," ","0.082"," ","14"," "," ","I"," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," "," "
"166","gtmpcnut","2018-10-23 00:30:00","2","7","23.349","27867.1","7.49","6.61"," "," ","0.040"," "," ","6.9"," "," ","11"," "," "," ","66"," "," "," "," "," "," "," ","0.90"," "," "," ","0.021","0.005","0.026","0.042","18","5.8"," "," "," "," ","0.10"," ","42"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
